student_id,gender,age,parental_education,lunch_type,test_prep_course,attendance_rate,weekly_study_hours,math_score,reading_score,writing_score
STU09224,Male,17,Master's,Standard,None,77.3,4.5,82.8,96.4,93.0
STU09225,Female,18,Master's,Standard,None,87.7,9.7,100.0,92.4,92.6
STU09226,Female,17,Master's,Standard,Completed,95.9,5.4,96.2,94.6,96.2
STU09227,Male,16,Master's,Standard,None,94.1,11.0,100.0,100.0,100.0
STU09228,Female,19,Master's,Free/Reduced,Completed,77.6,4.8,82.7,86.8,90.7
STU09229,Male,18,Bachelor's,Free/Reduced,None,73.7,9.0,,94.3,92.4
STU09230,Female,19,Bachelor's,Free/Reduced,None,91.7,4.0,77.8,82.3,76.4
STU09231,Male,19,No Diploma,Standard,None,,7.7,81.0,92.0,91.5
STU09232,Male,17,High School,Standard,Completed,91.9,6.5,98.7,100.0,
STU09233,Female,15,High School,Free/Reduced,None,65.7,5.9,71.7,80.5,78.6
STU09234,Male,18,No Diploma,Standard,None,85.7,5.9,,100.0,97.6
STU09235,Female,16,High School,Standard,None,75.6,8.6,84.8,90.5,86.6
STU09236,Male,16,Master's,Free/Reduced,Completed,60.0,4.6,70.5,79.0,77.1
STU09237,Male,15,Bachelor's,Standard,Completed,70.7,5.3,93.8,90.3,87.3
STU09238,Male,15,High School,Standard,None,75.4,11.9,97.1,100.0,100.0
STU09239,Female,17,Bachelor's,Free/Reduced,Completed,100.0,6.4,100.0,95.5,94.3
STU09240,Female,16,Some College,Free/Reduced,None,44.1,8.1,92.9,84.8,95.6
STU09241,Male,18,High School,Free/Reduced,None,76.0,4.4,,76.9,65.5
STU09242,Female,15,Master's,Standard,None,75.8,3.7,87.8,88.4,91.3
STU09243,Female,15,High School,Free/Reduced,Completed,68.4,7.0,93.0,98.6,96.0
STU09244,Female,15,Bachelor's,Free/Reduced,Completed,75.3,5.6,88.6,93.0,90.9
STU09245,Female,18,High School,Free/Reduced,Completed,78.2,4.5,83.5,84.6,80.1
STU09246,Female,16,Some College,Free/Reduced,Completed,72.0,0.8,88.0,77.5,84.5
STU09247,Female,18,Bachelor's,Standard,Completed,84.3,0.6,84.1,86.5,76.3
STU09248,Male,18,High School,Standard,None,99.0,0.2,99.5,100.0,94.4
STU09249,Male,17,Master's,Free/Reduced,None,79.4,5.9,92.8,92.0,92.3
STU09250,Male,15,No Diploma,Free/Reduced,Completed,,2.4,78.0,75.2,65.4
STU09251,Male,16,Some College,Standard,Completed,78.7,0.7,77.4,81.0,90.0
STU09252,Female,17,Master's,Free/Reduced,None,75.8,2.8,100.0,97.6,99.1
STU09253,Male,17,Master's,Standard,Completed,93.2,0.2,78.5,84.0,84.0
STU09254,Male,19,High School,Standard,None,74.4,3.5,50.0,53.5,50.2
STU09255,Female,15,High School,Standard,None,85.8,3.4,81.4,76.2,83.6
STU09256,Male,16,Bachelor's,Standard,Completed,83.5,6.3,99.9,97.4,100.0
STU09257,Male,16,No Diploma,Standard,Completed,81.3,5.4,85.6,91.6,92.8
STU09258,Male,16,Some College,Free/Reduced,None,66.4,3.8,86.6,88.2,94.1
STU09259,Female,15,Bachelor's,Standard,None,72.6,6.7,100.0,95.7,100.0
STU09260,Male,16,Some College,Standard,Completed,77.7,1.9,86.9,87.5,78.7
STU09261,Male,18,High School,Free/Reduced,None,65.7,3.8,79.5,77.5,78.8
STU09262,Female,18,Some College,Standard,None,68.2,3.0,75.7,77.2,76.0
STU09263,Female,15,Master's,Free/Reduced,None,74.2,4.9,89.1,83.5,85.3
STU09264,Female,16,Bachelor's,Free/Reduced,None,84.1,0.0,83.1,90.8,78.8
STU09265,Female,19,Bachelor's,Standard,Completed,96.9,10.7,100.0,100.0,100.0
STU09266,Male,19,High School,Free/Reduced,None,83.2,5.9,85.6,89.5,87.8
STU09267,Male,19,High School,Free/Reduced,None,81.5,6.0,,81.1,83.8
STU09268,Male,18,High School,Free/Reduced,Completed,80.8,0.0,90.6,83.9,85.1
STU09269,Male,19,Some College,Standard,Completed,75.9,5.6,96.8,96.3,100.0
STU09270,Male,16,High School,Standard,None,78.9,4.4,88.2,84.5,83.1
STU09271,Male,16,Some College,Standard,None,86.8,7.8,93.2,92.9,94.6
STU09272,Female,19,Bachelor's,Free/Reduced,None,91.4,4.3,94.3,85.5,86.8
STU09273,Female,17,Bachelor's,Free/Reduced,None,50.7,4.1,98.8,87.7,92.2
STU09274,Male,19,High School,Free/Reduced,None,88.7,4.9,66.8,73.9,67.8
STU09275,Female,17,Bachelor's,Standard,None,76.5,8.5,100.0,100.0,100.0
STU09276,Male,15,Bachelor's,Standard,Completed,85.9,1.1,98.1,,98.9
STU09277,Male,15,No Diploma,Standard,Completed,84.3,0.6,92.0,100.0,97.3
STU09278,Female,16,No Diploma,Standard,Completed,78.4,0.0,83.1,80.7,81.9
STU09279,Male,18,Bachelor's,Free/Reduced,Completed,86.3,7.7,98.7,100.0,99.2
STU09280,Male,16,Some College,Standard,Completed,83.4,7.4,100.0,98.0,90.6
STU09281,Male,16,High School,Standard,None,,2.0,74.4,65.6,61.8
STU09282,Female,18,No Diploma,Free/Reduced,None,78.7,1.4,69.7,71.7,68.5
STU09283,Female,16,High School,Standard,None,68.2,7.4,82.8,92.2,90.5
STU09284,Male,18,Master's,Free/Reduced,Completed,80.2,1.4,88.9,83.6,92.1
STU09285,Female,16,Bachelor's,Standard,None,56.1,4.3,67.8,72.9,
STU09286,Female,15,Some College,Free/Reduced,None,83.5,3.6,77.0,80.1,80.1
STU09287,Female,17,Master's,Standard,Completed,89.0,13.1,100.0,100.0,100.0
STU09288,Female,16,Bachelor's,Standard,None,62.6,4.6,89.0,85.3,82.2
STU09289,Male,17,Bachelor's,Free/Reduced,None,76.7,8.2,98.9,96.5,96.3
STU09290,Male,19,High School,Free/Reduced,None,97.0,6.2,100.0,98.1,98.1
STU09291,Female,16,Some College,Standard,None,100.0,3.8,83.0,87.4,
STU09292,Female,15,High School,Free/Reduced,None,78.8,3.6,72.0,75.2,79.1
STU09293,Female,18,Some College,Free/Reduced,None,80.7,5.2,78.8,82.2,76.3
STU09294,Female,15,No Diploma,Standard,Completed,79.1,5.2,90.5,80.1,92.0
STU09295,Female,17,High School,Free/Reduced,None,81.8,3.7,,85.5,83.5
STU09296,Female,18,No Diploma,Standard,Completed,94.8,6.4,100.0,100.0,100.0
STU09297,Female,15,Some College,Standard,None,80.0,5.1,87.8,85.0,80.9
STU09298,Female,15,Bachelor's,Standard,None,63.5,3.3,66.6,71.2,68.3
STU09299,Female,15,Some College,Standard,Completed,83.1,4.1,100.0,100.0,100.0
STU09300,Male,18,Bachelor's,Standard,Completed,75.4,6.3,79.7,90.2,82.8
STU09301,Male,15,Bachelor's,Standard,Completed,66.6,2.4,83.8,79.3,80.6
STU09302,Female,15,Some College,Standard,None,66.6,2.4,76.7,83.2,84.4
STU09303,Female,17,High School,Standard,None,78.7,1.8,77.8,81.9,85.8
STU09304,Female,15,Master's,Standard,Completed,87.5,4.1,100.0,100.0,100.0
STU09305,Female,15,No Diploma,Standard,None,86.9,4.4,87.8,82.0,86.6
STU09306,Male,19,Bachelor's,Standard,Completed,94.5,2.2,100.0,100.0,100.0
STU09307,Male,18,Bachelor's,Free/Reduced,None,70.9,5.0,85.6,81.1,82.5
STU09308,Female,19,Some College,Standard,Completed,,5.0,74.5,81.4,80.7
STU09309,Male,17,High School,Standard,Completed,87.6,7.3,93.6,100.0,
STU09310,Male,19,Some College,Standard,None,88.6,7.2,91.3,95.7,90.5
STU09311,Male,16,Bachelor's,Free/Reduced,None,73.7,0.0,67.8,72.8,64.3
STU09312,Male,18,Bachelor's,Standard,Completed,71.8,5.7,100.0,99.1,100.0
STU09313,Female,15,Master's,Standard,Completed,85.7,0.1,71.3,76.8,74.9
STU09314,Male,19,High School,Free/Reduced,None,90.6,6.4,96.2,98.3,94.8
STU09315,Female,19,Some College,Standard,None,77.1,6.4,88.0,90.3,90.2
STU09316,Male,15,No Diploma,Standard,None,85.5,2.5,59.9,75.2,73.1
STU09317,Female,15,Master's,Free/Reduced,None,80.0,5.8,84.1,91.7,88.9
STU09318,Male,17,High School,Standard,None,72.2,2.4,97.0,90.5,91.6
STU09319,Female,19,Some College,Standard,Completed,88.8,4.7,95.7,99.3,98.1
STU09320,Female,19,Master's,Standard,None,77.3,5.2,83.6,,84.3
STU09321,Male,16,Some College,Standard,Completed,61.8,4.3,84.8,100.0,93.1
STU09322,Female,16,Some College,Standard,Completed,72.1,6.9,87.4,85.4,85.0
STU09323,Female,19,High School,Standard,None,,3.0,73.9,88.6,74.2
STU09324,Male,16,Some College,Standard,None,100.0,6.3,100.0,100.0,100.0
STU09325,Male,19,Master's,Standard,Completed,95.6,1.9,82.8,86.1,85.4
STU09326,Female,18,Some College,Free/Reduced,None,64.2,0.0,65.7,78.4,79.5
STU09327,Female,17,High School,Free/Reduced,None,72.9,0.7,57.6,60.8,67.0
STU09328,Male,16,No Diploma,Standard,Completed,82.7,2.5,90.8,92.1,87.5
STU09329,Male,19,High School,Standard,None,99.2,6.6,83.7,85.4,85.9
STU09330,Female,16,Some College,Standard,None,88.7,6.4,93.5,100.0,100.0
STU09331,Female,17,No Diploma,Standard,None,82.6,4.4,,77.2,75.9
STU09332,Female,18,Bachelor's,Free/Reduced,Completed,72.9,0.0,71.5,76.4,75.2
STU09333,Male,15,Some College,Free/Reduced,None,85.7,9.6,100.0,100.0,100.0
STU09334,Female,15,Bachelor's,Standard,None,85.3,1.2,83.0,96.7,87.5
STU09335,Male,16,No Diploma,Standard,None,80.4,5.9,92.2,97.6,97.2
STU09336,Male,19,Bachelor's,Free/Reduced,Completed,79.0,4.0,95.2,96.4,93.3
STU09337,Female,17,Some College,Free/Reduced,Completed,74.6,6.0,89.3,92.4,88.9
STU09338,Female,18,Some College,Standard,None,95.4,8.3,100.0,100.0,100.0
STU09339,Male,18,Master's,Standard,Completed,59.7,5.5,92.6,95.5,98.3
STU09340,Male,18,High School,Standard,None,83.7,6.8,83.9,88.2,84.1
STU09341,Female,15,Some College,Free/Reduced,None,80.2,12.7,100.0,100.0,97.6
STU09342,Female,17,High School,Standard,Completed,56.4,7.5,84.7,84.6,86.3
STU09343,Female,15,Some College,Free/Reduced,None,75.5,0.9,69.8,64.5,69.0
STU09344,Female,16,Some College,Standard,Completed,67.8,0.0,74.9,87.9,84.2
STU09345,Male,18,No Diploma,Free/Reduced,Completed,67.6,6.3,65.6,79.3,72.0
STU09346,Female,17,Bachelor's,Standard,None,70.6,3.8,68.3,70.1,70.4
STU09347,Female,18,Bachelor's,Standard,Completed,94.9,7.0,92.3,91.2,91.9
STU09348,Female,15,Bachelor's,Standard,None,79.3,0.0,,71.0,77.2
STU09349,Female,15,No Diploma,Standard,None,88.9,7.9,95.0,99.3,88.9
STU09350,Female,15,High School,Standard,None,65.6,4.7,91.8,93.6,87.2
STU09351,Male,18,Bachelor's,Standard,Completed,72.6,10.2,100.0,100.0,100.0
STU09352,Male,17,High School,Standard,None,74.9,5.0,89.5,90.4,
STU09353,Female,17,Bachelor's,Standard,Completed,81.9,6.3,100.0,100.0,100.0
STU09354,Male,16,No Diploma,Standard,Completed,86.4,4.1,92.7,98.8,100.0
STU09355,Male,18,High School,Standard,None,83.3,3.9,92.1,97.8,92.6
STU09356,Female,16,Bachelor's,Standard,Completed,70.3,5.7,82.8,84.4,87.4
STU09357,Female,16,Bachelor's,Standard,None,88.9,4.2,84.0,88.4,88.2
STU09358,Male,16,Bachelor's,Standard,None,72.7,3.5,81.4,79.3,77.3
STU09359,Female,16,Bachelor's,Standard,Completed,83.2,5.9,100.0,100.0,100.0
STU09360,Female,15,Bachelor's,Standard,None,63.5,3.6,83.6,85.1,89.3
STU09361,Female,16,Some College,Standard,None,76.9,6.0,82.8,92.8,90.7
STU09362,Female,17,Master's,Standard,None,86.2,1.1,100.0,100.0,100.0
STU09363,Male,16,Bachelor's,Free/Reduced,None,81.2,5.0,95.0,77.4,84.1
STU09364,Male,15,Bachelor's,Standard,Completed,70.2,4.5,84.1,88.9,90.6
STU09365,Male,19,Some College,Standard,None,86.5,0.0,60.1,69.7,70.8
STU09366,Female,19,Master's,Free/Reduced,None,70.7,1.9,79.4,79.7,88.2
STU09367,Female,19,High School,Standard,Completed,59.0,0.0,57.3,64.5,56.5
STU09368,Female,18,No Diploma,Standard,Completed,92.4,5.3,100.0,100.0,100.0
STU09369,Female,17,High School,Standard,None,68.0,3.0,68.2,72.1,80.8
STU09370,Female,15,High School,Free/Reduced,None,89.5,4.2,81.3,76.0,84.1
STU09371,Female,19,High School,Free/Reduced,None,77.2,8.3,95.5,93.2,95.5
STU09372,Male,15,Bachelor's,Free/Reduced,Completed,87.7,5.0,87.8,82.3,87.7
STU09373,Male,15,Bachelor's,Free/Reduced,None,70.6,5.7,73.3,85.7,83.2
STU09374,Female,18,High School,Free/Reduced,None,90.3,3.8,77.7,92.2,77.7
STU09375,Male,19,Bachelor's,Free/Reduced,Completed,73.5,3.2,68.8,79.3,83.7
STU09376,Male,16,Some College,Standard,None,76.7,1.4,83.8,82.7,88.4
STU09377,Female,15,Some College,Standard,None,54.1,6.8,100.0,94.3,93.0
STU09378,Male,19,Some College,Free/Reduced,None,60.6,8.9,100.0,100.0,100.0
STU09379,Female,15,Bachelor's,Free/Reduced,Completed,89.1,7.9,96.0,100.0,91.3
STU09380,Male,18,High School,Standard,None,72.0,2.0,66.6,75.6,76.0
STU09381,Male,18,No Diploma,Standard,None,56.5,8.1,70.8,80.2,77.1
STU09382,Male,16,High School,Free/Reduced,Completed,72.5,4.6,81.4,91.8,88.6
STU09383,Female,18,Bachelor's,Standard,Completed,86.5,8.7,,100.0,100.0
STU09384,Male,19,Bachelor's,Standard,None,65.6,6.0,77.0,73.2,73.9
STU09385,Female,18,High School,Standard,None,92.4,5.8,74.1,84.1,83.9
STU09386,Female,16,High School,Standard,None,73.4,5.9,100.0,100.0,100.0
STU09387,Female,17,Bachelor's,Standard,None,75.4,0.8,61.4,71.0,64.7
STU09388,Male,15,Bachelor's,Free/Reduced,None,70.7,1.8,70.3,70.4,74.2
STU09389,Male,15,Some College,Standard,None,57.4,3.4,57.7,62.0,
STU09390,Female,19,Bachelor's,Free/Reduced,None,76.3,4.1,65.1,64.2,59.7
STU09391,Female,16,Master's,Free/Reduced,None,78.8,5.3,86.9,88.0,81.2
STU09392,Female,16,High School,Free/Reduced,None,84.3,3.8,92.1,100.0,85.8
STU09393,Male,16,Some College,Free/Reduced,None,70.6,3.7,75.4,79.2,72.4
STU09394,Female,15,No Diploma,Standard,Completed,60.1,8.1,,73.2,80.2
STU09395,Male,18,Bachelor's,Standard,None,100.0,8.4,100.0,100.0,100.0
STU09396,Male,15,Some College,Free/Reduced,None,81.9,6.5,76.2,74.6,74.5
STU09397,Male,15,High School,Standard,None,78.8,3.2,74.7,69.2,70.4
STU09398,Male,15,Bachelor's,Standard,Completed,92.3,6.0,100.0,100.0,100.0
STU09399,Female,18,Bachelor's,Standard,None,68.0,8.2,79.4,96.2,94.8
STU09400,Male,17,High School,Free/Reduced,None,66.1,4.4,73.8,76.8,72.9
STU09401,Female,19,No Diploma,Free/Reduced,Completed,87.3,8.4,98.0,100.0,100.0
STU09402,Male,17,High School,Free/Reduced,None,100.0,9.8,94.6,100.0,100.0
STU09403,Female,17,Bachelor's,Free/Reduced,None,62.7,7.4,81.2,75.3,76.8
STU09404,Male,15,Bachelor's,Free/Reduced,None,79.2,6.5,93.7,100.0,98.6
STU09405,Male,17,Some College,Standard,None,83.6,5.9,83.1,74.5,76.3
STU09406,Male,15,Some College,Standard,Completed,84.9,6.6,100.0,100.0,94.7
STU09407,Male,15,Bachelor's,Free/Reduced,None,75.7,6.0,98.1,91.8,99.8
STU09408,Female,19,Some College,Standard,None,68.4,1.9,81.5,76.2,75.4
STU09409,Male,16,Bachelor's,Free/Reduced,None,54.5,8.3,78.5,80.7,85.8
STU09410,Female,15,Some College,Free/Reduced,None,100.0,5.2,100.0,100.0,99.1
STU09411,Male,17,Master's,Free/Reduced,None,98.5,11.1,100.0,100.0,100.0
STU09412,Female,19,High School,Free/Reduced,None,71.3,11.9,89.7,95.4,100.0
STU09413,Female,17,High School,Standard,None,79.5,4.4,83.5,84.9,81.0
STU09414,Male,16,High School,Standard,Completed,71.9,5.5,86.2,86.0,84.7
STU09415,Male,18,Bachelor's,Standard,None,75.6,3.9,91.8,100.0,95.6
STU09416,Male,16,Some College,Standard,Completed,77.5,2.6,98.8,96.4,100.0
STU09417,Female,19,High School,Standard,Completed,,4.9,79.7,87.6,82.1
STU09418,Male,16,Master's,Standard,None,78.4,5.1,94.0,96.0,95.8
STU09419,Female,16,Master's,Free/Reduced,None,80.6,1.7,93.3,85.5,89.1
STU09420,Female,19,Master's,Standard,None,59.6,2.2,84.6,89.0,83.4
STU09421,Female,19,High School,Standard,None,70.6,0.0,85.5,90.9,84.4
STU09422,Female,17,Master's,Standard,Completed,62.4,2.1,65.4,75.2,70.6
STU09423,Female,15,High School,Standard,None,66.7,7.1,79.4,89.7,95.6
STU09424,Male,18,No Diploma,Standard,None,76.4,8.6,99.5,100.0,100.0
STU09425,Female,18,Some College,Standard,None,77.4,0.1,80.7,84.0,82.9
STU09426,Female,18,Some College,Free/Reduced,Completed,77.5,1.6,90.3,91.7,88.9
STU09427,Male,16,High School,Standard,None,100.0,8.1,96.4,100.0,100.0
STU09428,Female,19,Some College,Standard,Completed,83.0,2.9,82.8,84.5,
STU09429,Male,19,Bachelor's,Standard,None,83.9,3.8,81.0,84.2,83.9
STU09430,Female,19,Some College,Standard,None,80.7,3.3,,88.9,84.4
STU09431,Female,15,Some College,Free/Reduced,Completed,62.0,7.3,95.9,95.1,100.0
STU09432,Male,19,High School,Free/Reduced,None,77.9,9.2,85.9,83.5,86.7
STU09433,Female,19,Master's,Free/Reduced,Completed,79.4,5.2,89.8,96.5,93.5
STU09434,Male,16,No Diploma,Standard,None,88.2,3.9,81.4,86.3,89.5
STU09435,Male,17,Some College,Standard,Completed,66.1,4.4,77.6,86.3,86.6
STU09436,Male,18,High School,Standard,Completed,72.6,7.2,100.0,97.6,93.6
STU09437,Female,16,Master's,Standard,None,66.3,6.3,82.3,86.8,79.9
STU09438,Male,16,No Diploma,Standard,None,71.4,4.4,75.4,74.3,79.0
STU09439,Male,16,Some College,Free/Reduced,Completed,75.8,4.9,79.9,86.9,80.1
STU09440,Female,18,Some College,Standard,Completed,65.0,3.2,65.7,77.0,77.1
STU09441,Male,16,Master's,Standard,None,89.3,3.3,82.5,79.6,80.4
STU09442,Male,17,High School,Standard,Completed,67.6,1.5,,95.8,90.6
STU09443,Male,19,Bachelor's,Free/Reduced,None,87.7,7.9,84.5,89.2,86.7
STU09444,Male,17,High School,Standard,Completed,74.0,0.0,67.3,67.1,78.7
STU09445,Male,19,Master's,Standard,None,73.8,5.7,84.9,99.7,91.4
STU09446,Male,19,Some College,Standard,None,89.7,4.9,89.4,82.0,84.0
STU09447,Female,16,Bachelor's,Standard,None,87.1,4.8,83.7,81.3,84.5
STU09448,Female,16,Some College,Standard,Completed,85.0,3.5,86.2,77.0,74.8
STU09449,Male,18,High School,Standard,None,58.8,4.3,,81.9,78.5
STU09450,Male,15,High School,Standard,Completed,94.3,9.4,,100.0,100.0
STU09451,Male,17,Bachelor's,Standard,Completed,97.2,5.2,100.0,100.0,100.0
STU09452,Female,18,Master's,Standard,Completed,76.4,5.4,100.0,100.0,92.9
STU09453,Male,18,Some College,Free/Reduced,None,68.0,5.5,100.0,95.3,90.4
STU09454,Male,17,Master's,Standard,None,65.1,3.2,78.9,79.5,
STU09455,Female,17,High School,Standard,None,76.0,3.6,70.3,75.9,75.3
STU09456,Male,19,Master's,Standard,Completed,66.5,6.3,92.1,,95.2
STU09457,Male,15,Some College,Free/Reduced,None,76.9,2.9,87.7,91.5,95.0
STU09458,Female,16,Some College,Standard,Completed,72.9,4.8,69.8,77.3,71.8
STU09459,Female,15,Some College,Standard,None,63.5,7.9,98.6,100.0,99.8
STU09460,Male,15,Bachelor's,Free/Reduced,Completed,71.5,3.3,92.7,97.2,90.7
STU09461,Female,16,Bachelor's,Standard,None,80.6,4.7,100.0,92.4,93.5
STU09462,Male,15,Some College,Standard,Completed,68.6,4.3,74.3,78.0,78.1
STU09463,Female,18,Some College,Standard,None,75.4,6.3,93.9,94.0,98.4
STU09464,Female,18,No Diploma,Standard,None,90.3,5.4,83.8,90.4,81.6
STU09465,Female,16,High School,Free/Reduced,Completed,70.6,3.3,70.1,81.7,73.2
STU09466,Female,16,High School,Standard,None,68.4,3.7,83.1,87.8,81.5
STU09467,Female,17,Some College,Standard,Completed,81.0,3.4,88.1,85.7,85.1
STU09468,Female,17,Some College,Free/Reduced,None,93.5,3.2,75.2,75.1,75.4
STU09469,Female,15,Bachelor's,Free/Reduced,None,84.8,0.6,78.5,71.6,71.2
STU09470,Male,15,Bachelor's,Standard,None,71.5,5.5,84.4,97.1,89.5
STU09471,Male,16,High School,Free/Reduced,Completed,71.5,3.3,93.7,96.0,85.2
STU09472,Female,15,Bachelor's,Free/Reduced,Completed,73.7,6.2,92.3,98.0,100.0
STU09473,Female,19,No Diploma,Free/Reduced,None,75.7,5.2,84.5,91.6,94.8
STU09474,Male,18,Bachelor's,Standard,None,100.0,4.1,95.8,92.2,100.0
STU09475,Female,15,High School,Standard,Completed,81.1,3.9,75.6,93.0,86.5
STU09476,Female,15,Bachelor's,Standard,Completed,100.0,1.7,100.0,100.0,100.0
STU09477,Female,17,Some College,Standard,Completed,89.8,5.3,,91.1,89.7
STU09478,Female,19,Some College,Standard,Completed,49.6,4.8,82.5,85.7,92.2
STU09479,Male,15,Bachelor's,Standard,None,73.8,3.4,88.9,98.0,90.8
STU09480,Male,18,No Diploma,Standard,Completed,79.1,0.0,60.8,72.5,60.9
STU09481,Male,15,High School,Standard,Completed,82.0,4.5,85.7,95.1,92.3
STU09482,Male,16,Bachelor's,Standard,None,80.8,4.7,73.8,76.2,81.5
STU09483,Female,19,Bachelor's,Standard,Completed,59.3,7.8,84.0,85.6,83.0
STU09484,Female,15,Some College,Free/Reduced,Completed,58.8,5.1,80.7,69.3,77.6
STU09485,Female,19,High School,Free/Reduced,Completed,79.4,8.0,86.5,86.4,78.0
STU09486,Female,15,Some College,Free/Reduced,None,75.1,3.4,79.5,84.4,89.8
STU09487,Male,18,Bachelor's,Standard,None,95.2,4.3,94.9,93.3,92.2
STU09488,Male,18,Some College,Free/Reduced,None,80.0,2.5,91.0,88.0,84.1
STU09489,Male,19,Bachelor's,Free/Reduced,None,89.2,4.3,98.0,94.7,89.5
STU09490,Male,17,Some College,Free/Reduced,Completed,87.8,7.1,94.3,97.6,100.0
STU09491,Female,17,No Diploma,Free/Reduced,None,79.1,7.1,84.6,85.3,81.4
STU09492,Male,16,High School,Standard,Completed,93.2,5.6,94.0,95.7,95.9
STU09493,Male,17,Some College,Standard,None,74.4,1.6,77.0,79.4,75.6
STU09494,Male,19,Bachelor's,Free/Reduced,None,79.3,1.5,76.5,77.6,80.3
STU09495,Female,17,High School,Free/Reduced,None,80.8,4.4,66.0,78.2,71.9
STU09496,Male,16,Master's,Free/Reduced,None,69.8,3.3,85.2,,77.2
STU09497,Female,15,High School,Standard,None,66.1,6.7,100.0,94.9,96.4
STU09498,Male,17,Some College,Standard,Completed,64.5,6.2,95.0,100.0,94.6
STU09499,Female,19,No Diploma,Standard,Completed,67.4,5.9,95.7,100.0,91.8
STU09500,Male,19,Master's,Free/Reduced,None,78.3,3.6,,64.8,70.6
STU09501,Female,16,Bachelor's,Free/Reduced,None,83.7,5.4,95.3,85.0,84.3
STU09502,Female,16,High School,Standard,Completed,64.9,5.8,80.2,90.0,84.4
STU09503,Female,18,Master's,Free/Reduced,Completed,80.6,4.1,88.1,86.6,90.4
STU09504,Female,18,High School,Standard,None,76.9,4.4,92.5,89.3,87.7
STU09505,Male,18,Bachelor's,Standard,None,91.1,5.8,100.0,100.0,99.6
STU09506,Male,15,Bachelor's,Standard,None,73.9,2.3,85.1,92.2,82.5
STU09507,Male,19,Bachelor's,Free/Reduced,None,99.0,3.6,60.2,86.4,76.4
STU09508,Female,18,Master's,Free/Reduced,None,89.1,3.4,94.7,98.4,90.8
STU09509,Male,19,Bachelor's,Standard,None,76.0,7.5,100.0,100.0,100.0
STU09510,Male,16,Master's,Standard,Completed,73.4,3.7,93.5,85.9,95.3
STU09511,Female,15,High School,Standard,None,90.6,5.1,88.4,86.4,87.7
STU09512,Female,16,High School,Standard,Completed,76.0,6.6,93.9,92.0,86.6
STU09513,Male,19,Bachelor's,Free/Reduced,None,80.5,3.1,90.9,88.9,86.2
STU09514,Female,18,Bachelor's,Free/Reduced,Completed,73.9,7.2,93.2,91.5,88.4
STU09515,Female,16,Some College,Standard,Completed,73.3,7.4,,100.0,100.0
STU09516,Male,17,No Diploma,Standard,Completed,65.3,0.0,84.7,90.0,
STU09517,Male,15,Bachelor's,Standard,None,96.4,5.9,98.7,100.0,96.4
STU09518,Female,19,Master's,Standard,Completed,75.3,7.6,100.0,100.0,100.0
STU09519,Female,18,Some College,Free/Reduced,None,81.6,4.0,80.6,81.4,79.9
STU09520,Male,16,High School,Standard,None,85.9,6.4,96.2,91.5,100.0
STU09521,Male,15,No Diploma,Free/Reduced,Completed,96.3,1.7,81.4,77.1,84.9
STU09522,Female,18,High School,Standard,Completed,,1.0,69.6,75.2,76.6
STU09523,Female,16,Bachelor's,Free/Reduced,None,52.4,3.9,66.6,67.1,69.5
STU09524,Female,19,Master's,Standard,Completed,81.1,2.6,,90.6,83.8
STU09525,Male,17,No Diploma,Free/Reduced,None,86.0,5.9,89.8,83.4,93.7
STU09526,Male,17,Some College,Free/Reduced,None,73.5,5.8,85.2,87.6,79.8
STU09527,Female,19,Bachelor's,Standard,None,86.6,9.4,96.7,100.0,100.0
STU09528,Male,15,High School,Standard,None,80.0,7.0,98.0,100.0,92.1
STU09529,Female,19,Some College,Free/Reduced,None,75.8,3.5,82.3,89.7,81.7
STU09530,Female,16,Bachelor's,Standard,None,95.9,5.1,87.6,90.5,93.6
STU09531,Male,15,Bachelor's,Standard,Completed,76.2,5.5,80.5,83.5,
STU09532,Female,17,Some College,Free/Reduced,Completed,99.9,6.3,98.7,100.0,100.0
STU09533,Male,16,Bachelor's,Standard,None,80.4,0.0,87.7,86.7,86.4
STU09534,Female,18,High School,Standard,None,70.0,3.9,80.3,83.7,83.1
STU09535,Male,18,High School,Free/Reduced,None,57.1,7.6,100.0,99.9,95.5
STU09536,Male,18,High School,Standard,Completed,94.3,6.0,100.0,100.0,100.0
STU09537,Female,17,Some College,Standard,Completed,91.5,5.1,92.9,98.3,100.0
STU09538,Female,19,No Diploma,Standard,None,,3.7,76.4,79.3,82.1
STU09539,Male,15,High School,Free/Reduced,Completed,95.4,4.7,86.8,94.4,94.9
STU09540,Female,17,Bachelor's,Standard,Completed,100.0,5.1,96.4,96.3,100.0
STU09541,Male,16,Bachelor's,Free/Reduced,None,54.3,2.7,77.9,77.3,74.1
STU09542,Male,16,No Diploma,Standard,None,58.8,5.7,73.2,67.4,78.5
STU09543,Male,18,High School,Free/Reduced,None,76.6,5.2,82.2,,88.5
STU09544,Male,15,Some College,Standard,None,91.7,4.0,81.1,83.5,86.1
STU09545,Male,18,High School,Free/Reduced,None,83.5,3.9,85.8,87.7,82.1
STU09546,Male,16,Some College,Standard,None,83.5,1.9,71.8,80.4,76.3
STU09547,Male,16,Bachelor's,Standard,None,74.7,7.8,95.5,99.6,91.7
STU09548,Male,19,No Diploma,Standard,None,69.8,6.2,74.2,83.9,81.3
STU09549,Male,19,High School,Standard,None,78.8,5.7,83.4,90.7,83.0
STU09550,Female,19,High School,Standard,Completed,76.9,6.3,94.3,92.3,93.8
